"ID","START_DATE","PREPAID","FIN_STATE","COUNT_PAYMENT_DELAYS_CURRENT","COUNT_PAYMENT_DELAYS_1YEAR","DAYS_PAYMENT_DELAYS_CURRENT","DAYS_PAYMENT_DELAYS_1YEAR","COMPLAINT_1WEEK","COMPLAINT_2WEEKS","COMPLAINT_1MONTH","COMPLAINT_3MONTHS","COMPLAINT_6MONTHS","CLV","COUNT_OFFNET_CALLS_1WEEK","COUNT_ONNET_CALLS_1WEEK","AVG_DATA_3MONTH","COUNT_CONNECTIONS_3MONTH","AVG_DATA_1MONTH","COUNT_SMS_INC_ONNET_6MONTH","COUNT_SMS_OUT_OFFNET_6MONTH","COUNT_SMS_INC_OFFNET_1MONTH","COUNT_SMS_INC_OFFNET_WKD_1MONTH","COUNT_SMS_INC_ONNET_1MONTH","COUNT_SMS_INC_ONNET_WKD_1MONTH","COUNT_SMS_OUT_OFFNET_1MONTH","COUNT_SMS_OUT_OFFNET_WKD_1MONTH","COUNT_SMS_OUT_ONNET_1MONTH","COUNT_SMS_OUT_ONNET_WKD_1MONTH","AVG_MINUTES_INC_OFFNET_1MONTH","AVG_MINUTES_INC_ONNET_1MONTH","MINUTES_INC_OFFNET_WKD_1MONTH","MINUTES_INC_ONNET_WKD_1MONTH","AVG_MINUTES_OUT_OFFNET_1MONTH","AVG_MINUTES_OUT_ONNET_1MONTH","MINUTES_OUT_OFFNET_WKD_1MONTH","MINUTES_OUT_ONNET_WKD_1MONTH","Payment_Delay_level","CLV_level","delta_m3_m6","delta_m1_m3","Time_Customer","Time_Customer_days","OFFNET_weekend_talker","Outcaller","CHURN"
12864,2012-04-25,"0","0",0,8,0,67,0,0,0,0,0,12134.75,26,32,0,0,0,285,18,0,0,36,3,0,0,9,1,192.8666667,112.0166667,0,0,357.4833333,111.7,0,0,2,0,0,0,79.1428571428571,554,1,1,"1"
13825,2012-09-25,"0","0",0,3,0,6,0,0,0,0,0,26196.14,26,43,420552248,92,257023837,365,12,0,0,94,2,0,0,27,1,153.6833333,289.75,66.96666667,47.98333333,67.45,287.7333333,5.783333333,47.76666667,1,3,0,0,57.2857142857143,401,3,0,"1"
12184,2011-12-01,"1",NA,0,2,0,47,0,0,0,0,0,21482.82,12,38,0,0,0,879,53,3,0,102,8,12,4,15,1,46.06666667,209.6,38.01666667,24.23333333,20.08166667,10.39166667,15.16666667,23.15,1,3,0,0,100,700,3,0,"0"
12609,2012-03-14,"0","0",0,10,0,71,0,0,0,0,0,14832.53,42,12,171243,2,0,125,4,0,0,22,6,2,0,0,0,154.8,116.3,0,0.6,14.58333333,110.2833333,0,0.6,3,0,0,0,85.1428571428571,596,1,0,"1"
12609,2012-03-14,"0","0",0,10,0,71,0,0,0,0,0,14832.53,42,12,171243,2,0,125,4,0,0,22,6,2,0,0,0,154.8,116.3,0,0.6,14.58333333,110.2833333,0,0.6,3,0,0,0,85.1428571428571,596,1,0,"1"
12609,2012-03-14,"0","0",0,10,0,71,0,0,0,0,0,14832.53,42,12,171243,2,0,125,4,0,0,22,6,2,0,0,0,154.8,116.3,0,0.6,14.58333333,110.2833333,0,0.6,3,0,0,0,85.1428571428571,596,1,0,"1"
12609,2012-03-14,"0","0",0,10,0,71,0,0,0,0,0,14832.53,42,12,171243,2,0,125,4,0,0,22,6,2,0,0,0,154.8,116.3,0,0.6,14.58333333,110.2833333,0,0.6,3,0,0,0,85.1428571428571,596,1,0,"1"
12609,2012-03-14,"0","0",0,10,0,71,0,0,0,0,0,14832.53,42,12,171243,2,0,125,4,0,0,22,6,2,0,0,0,154.8,116.3,0,0.6,14.58333333,110.2833333,0,0.6,3,0,0,0,85.1428571428571,596,1,0,"1"
12609,2012-03-14,"0","0",0,10,0,71,0,0,0,0,0,14832.53,42,12,171243,2,0,125,4,0,0,22,6,2,0,0,0,154.8,116.3,0,0.6,14.58333333,110.2833333,0,0.6,3,0,0,0,85.1428571428571,596,1,0,"1"
15148,2013-03-14,"0","0",0,0,0,0,0,0,0,0,1,22863.82,31,0,215282855,176,78184395,0,216,3,2,0,0,12,0,4,2,227.1333333,0,32.43333333,0,193.8833333,15.03333333,36.6,7.333333333,1,3,-1,0,33,231,0,0,"1"
15148,2013-03-14,"0","0",0,0,0,0,0,0,0,0,1,22863.82,31,0,215282855,176,78184395,0,216,3,2,0,0,12,0,4,2,227.1333333,0,32.43333333,0,193.8833333,15.03333333,36.6,7.333333333,1,3,-1,0,33,231,0,0,"1"
15148,2013-03-14,"0","0",0,0,0,0,0,0,0,0,1,22863.82,31,0,215282855,176,78184395,0,216,3,2,0,0,12,0,4,2,227.1333333,0,32.43333333,0,193.8833333,15.03333333,36.6,7.333333333,1,3,-1,0,33,231,0,0,"1"
15148,2013-03-14,"0","0",0,0,0,0,0,0,0,0,1,22863.82,31,0,215282855,176,78184395,0,216,3,2,0,0,12,0,4,2,227.1333333,0,32.43333333,0,193.8833333,15.03333333,36.6,7.333333333,1,3,-1,0,33,231,0,0,"1"
14205,2012-11-16,"0","0",0,4,0,112,0,0,0,0,4,17795.72,12,23,30719175,27,18690532,341,36,0,0,53,12,8,0,16,3,5.816666667,51.63333333,12.51666667,11.35,39.28333333,20.35,24.16666667,5.583333333,1,3,-4,0,49.8571428571429,349,1,1,"1"
16594,2013-07-25,"0",NA,0,0,0,0,0,0,0,1,1,55034.45,33,0,977345216,37,575095972,0,95,53,16,0,0,40,12,4,4,33.58333333,0,11.38333333,0,32.11333333,149.2,139.7,79.08333333,1,3,0,-1,14,98,1,0,"0"
11948,2011-09-16,"0",NA,0,1,0,3,0,0,0,0,0,11861.52,7,60,853094993,84,142603165,1002,209,26,2,186,21,45,4,150,24,17.96666667,50.66166667,12.86666667,90.35,13.65,50.52166667,4.3,85.98333333,1,0,0,0,110.857142857143,776,1,0,"0"
14258,2012-11-22,"0",NA,0,0,0,0,0,0,0,0,2,29333.84,3,5,6641161894,96,2082805015,0,34,4,2,0,0,4,4,0,0,85.66666667,26.2,17.41666667,3.1,458.2,83.56666667,83.36666667,2.2,1,3,-2,0,49,343,0,1,"0"
12026,2011-10-17,"0",NA,0,1,0,4,4,0,0,5,5,12521,0,0,14383308466,79,6848544316,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-5,106.428571428571,745,1,0,"0"
15048,2013-03-01,"1","0",0,3,0,7,0,0,0,0,0,21385.24,14,9,485974375,92,63915493,224,293,0,0,58,16,2,2,4,4,48.76666667,36.16666667,12.36666667,2.166666667,87.55,31.55,17.93333333,1.583333333,1,3,0,0,34.8571428571429,244,1,1,"1"
15048,2013-03-01,"1","0",0,3,0,7,0,0,0,0,0,21385.24,14,9,485974375,92,63915493,224,293,0,0,58,16,2,2,4,4,48.76666667,36.16666667,12.36666667,2.166666667,87.55,31.55,17.93333333,1.583333333,1,3,0,0,34.8571428571429,244,1,1,"1"
15048,2013-03-01,"1","0",0,3,0,7,0,0,0,0,0,21385.24,14,9,485974375,92,63915493,224,293,0,0,58,16,2,2,4,4,48.76666667,36.16666667,12.36666667,2.166666667,87.55,31.55,17.93333333,1.583333333,1,3,0,0,34.8571428571429,244,1,1,"1"
15048,2013-03-01,"1","0",0,3,0,7,0,0,0,0,0,21385.24,14,9,485974375,92,63915493,224,293,0,0,58,16,2,2,4,4,48.76666667,36.16666667,12.36666667,2.166666667,87.55,31.55,17.93333333,1.583333333,1,3,0,0,34.8571428571429,244,1,1,"1"
14028,2012-10-23,"1",NA,0,0,0,0,0,0,0,0,0,11504.71,11,56,1578893,7,0,578,8,0,0,132,84,2,0,44,37,35.66666667,201.6,16.03333333,71.55,30.76666667,201.05,71.83333333,71.43333333,1,0,0,0,53.2857142857143,373,1,0,"0"
13452,2012-07-26,"0",NA,0,2,0,4,0,0,0,0,0,12417.87,19,9,357928503,87,20683033,178,6,0,0,38,14,2,0,10,4,116.5,59.75,64.7,41.03333333,12.76666667,0,0.65,38.96666667,1,0,0,0,66,462,3,0,"0"
13715,2012-09-05,"0",NA,0,3,0,9,0,0,0,0,0,25987.62,17,0,20349879,92,15456804,2,169,6,0,0,0,25,0,6,0,43.93333333,0,16.06666667,0,15.21666667,67.53333333,99.6,76.71666667,1,3,0,0,60.1428571428571,421,1,0,"0"
10537,2009-03-11,"0",NA,0,1,0,4,1,0,0,1,2,20919.07,26,11,0,0,0,305,12,0,0,23,4,2,2,3,0,181.55,37.06666667,60.95,27.66666667,33.8,35.95,59.33333333,26.7,1,3,-1,-1,242.142857142857,1695,3,0,"0"
11326,2010-12-12,"0",NA,0,0,0,0,0,0,0,0,0,8296.41,12,34,0,0,0,218,35,0,0,16,2,2,0,10,0,10.42666667,39.96166667,37.66666667,123.7,33.28333333,396.95,6.1,12.27166667,1,1,0,0,150.571428571429,1054,3,1,"0"
10059,2001-09-13,"0",NA,0,1,0,4,0,0,0,0,0,37397.68,39,40,992973307,92,422279149,362,178,23,7,42,2,18,8,10,4,24.72333333,42.35333333,31.26666667,57.11666667,20.07166667,42.19666667,64.33333333,57.1,1,3,0,0,633,4431,0,0,"0"
13394,2012-07-18,"0",NA,0,4,0,95,0,0,0,0,2,6443.73,1,0,0,0,0,204,2,0,0,16,5,0,0,2,1,10.33333333,0,0,0.6,2.2,0,0.6,0.6,1,1,-2,0,67.1428571428571,470,1,0,"0"
10721,2009-09-30,"0","0",0,5,0,36,0,0,0,0,0,7555,0,28,0,0,0,108,0,0,0,12,8,0,0,0,0,0,26.3,0,14.85,0.033333333,26.11666667,0,14.85,2,1,0,0,213.142857142857,1492,1,1,"1"
11657,2011-06-05,"0","0",0,0,0,0,0,0,0,0,4,6405.35,1,0,73323378,27,12620623,370,70,0,0,26,10,0,0,6,4,6.783333333,0.533333333,0.333333333,0,1.583333333,0.15,0.066666667,0,1,1,-4,0,125.571428571429,879,1,0,"1"
11657,2011-06-05,"0","0",0,0,0,0,0,0,0,0,4,6405.35,1,0,73323378,27,12620623,370,70,0,0,26,10,0,0,6,4,6.783333333,0.533333333,0.333333333,0,1.583333333,0.15,0.066666667,0,1,1,-4,0,125.571428571429,879,1,0,"1"
11657,2011-06-05,"0","0",0,0,0,0,0,0,0,0,4,6405.35,1,0,73323378,27,12620623,370,70,0,0,26,10,0,0,6,4,6.783333333,0.533333333,0.333333333,0,1.583333333,0.15,0.066666667,0,1,1,-4,0,125.571428571429,879,1,0,"1"
12908,2012-04-30,"0",NA,0,1,0,3,0,0,0,0,0,15734.33,18,120,6251165,2,0,2365,43,15,1,596,116,9,1,271,28,66.36666667,65.28666667,6.45,10.64833333,29.38333333,64.67833333,26.66666667,106.1,1,0,0,0,78.4285714285714,549,1,0,"0"
14156,2012-11-08,"0",NA,0,2,0,11,0,0,0,1,1,15133.32,0,3,528578661,60,246219874,5,47,36,6,0,0,2,0,0,0,26.83333333,18.78333333,0,2.45,12.83666667,42.3,15.36666667,12.95,1,0,0,-1,51,357,1,0,"0"
15525,2013-04-20,"0",NA,1,1,-51,51,0,0,0,0,2,0,0,0,1583503572,24,0,121,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,27.7142857142857,194,1,0,"0"
14818,2013-01-31,"1",NA,0,2,0,4,0,0,0,1,1,13041.36,1,2,238556153,12,0,429,18,10,0,16,12,10,0,4,4,21.83333333,10.48333333,1.55,21.36666667,0.966666667,40.83333333,57.66666667,0,1,0,0,-1,39,273,1,0,"0"
14963,2013-02-18,"0",NA,0,4,0,9,0,0,0,0,0,16400.54,8,17,561240546,94,175878174,369,34,0,0,42,4,0,0,3,0,14.53333333,30.31666667,13.83333333,8.25,55.98333333,29.43333333,77.66666667,8.2,1,0,0,0,36.4285714285714,255,1,1,"0"
12500,2012-02-24,"0",NA,0,4,0,55,0,0,0,0,0,18772.68,50,0,323724094,53,71786486,0,77,100,22,0,0,6,0,0,0,15.48166667,0.683333333,67.96666667,0,111.6,9.1,99.05,16.58333333,1,3,0,0,87.8571428571429,615,3,1,"0"
10378,2007-07-17,"0",NA,0,1,0,12,0,0,0,0,0,16760.1,18,50,1233691954,85,840702506,763,63,15,0,178,18,14,0,104,4,79.88333333,229.45,17.78333333,0,44.38333333,22.15833333,3.75,38.95,1,0,0,0,328.285714285714,2298,0,0,"0"
15676,2013-05-06,"0",NA,1,1,-49,49,0,0,0,0,0,0,0,0,249003220,23,0,290,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,25.4285714285714,178,1,0,"0"
11544,2011-04-09,"1",NA,0,2,0,6,0,0,0,0,0,22889.9,48,49,2376585134,133,886806862,707,115,8,4,88,26,6,0,20,8,17.49666667,157.9,49.91666667,14.78333333,81.95,146.2,19.36666667,10.83333333,1,3,0,0,133.714285714286,936,3,1,"0"
12999,2012-05-14,"0",NA,0,0,0,0,0,0,0,0,0,17243.33,16,14,712443386,95,178028721,386,28,6,0,70,29,10,0,14,6,80.23333333,51.83333333,27.13333333,23.6,54.65,47.4,23.93333333,13.83333333,1,3,0,0,76.4285714285714,535,0,0,"0"
13328,2012-07-05,"0",NA,0,5,0,124,0,0,0,0,0,11805.44,16,64,0,0,0,846,56,8,8,286,73,18,0,43,10,33.41666667,10.78666667,22.23333333,54.3,14.66666667,81.08333333,5.2,41.78333333,2,0,0,0,69,483,0,0,"0"
16408,2013-07-08,"0",NA,0,0,0,0,0,0,0,0,1,33250.23,0,3,944740159,51,190894738,154,14,24,0,104,10,6,2,38,2,10.42666667,55.75,1.35,0.55,98.11666667,53.86666667,0.783333333,0.55,1,3,-1,0,16.4285714285714,115,1,1,"0"
16865,2013-08-17,"0",NA,0,0,0,0,0,0,0,0,0,27262.06,41,0,1084832915,15,1084832915,0,44,22,8,0,0,2,0,4,0,22.38333333,0,13.38333333,0,108.4,11.15166667,21.91666667,33.5,1,3,0,0,10.7142857142857,75,1,1,"0"
15149,2013-03-14,"0",NA,0,3,0,6,0,0,0,0,2,42263.76,34,38,2973859921,140,297246616,355,54,0,0,84,18,2,0,20,5,216.65,10.93833333,59.66666667,22.78333333,0,10.43833333,15.05,21.86666667,1,3,-2,0,33,231,3,0,"0"
14723,2013-01-21,"1",NA,0,3,0,12,0,0,0,0,0,6866.34,9,18,23998,1,0,576,18,0,0,86,28,4,0,5,3,31.91666667,67.93333333,52.16666667,24.03333333,17.1,0,0.983333333,17.36666667,1,1,0,0,40.4285714285714,283,3,0,"0"
10248,2006-10-03,"0",NA,0,0,0,0,0,0,0,0,0,18489.5,24,83,14411100,22,14290068,1624,233,28,4,297,70,18,0,156,39,53.21666667,56.54166667,17.71666667,14.64666667,20.41666667,535.4,0.416666667,14.66166667,1,3,0,0,369.285714285714,2585,0,0,"0"
13744,2012-09-11,"0","0",0,2,0,2,0,0,0,0,0,8744.73,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,204.1666667,0,0,0.466666667,112.9166667,0,0,1,1,0,0,59.2857142857143,415,1,1,"1"
13744,2012-09-11,"0","0",0,2,0,2,0,0,0,0,0,8744.73,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,204.1666667,0,0,0.466666667,112.9166667,0,0,1,1,0,0,59.2857142857143,415,1,1,"1"
13744,2012-09-11,"0","0",0,2,0,2,0,0,0,0,0,8744.73,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,204.1666667,0,0,0.466666667,112.9166667,0,0,1,1,0,0,59.2857142857143,415,1,1,"1"
13744,2012-09-11,"0","0",0,2,0,2,0,0,0,0,0,8744.73,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,204.1666667,0,0,0.466666667,112.9166667,0,0,1,1,0,0,59.2857142857143,415,1,1,"1"
14201,2012-11-15,"0",NA,0,4,0,24,1,1,1,1,1,14620.44,25,71,1168190732,14,1337422,730,65,12,2,118,42,6,0,14,0,25.98333333,93.71666667,0,62.56666667,19.05,62.76666667,21.83333333,35.56666667,1,0,0,0,50,350,1,0,"0"
10275,2006-11-20,"0",NA,0,3,0,7,0,0,0,0,3,20416.26,16,39,185425182,120,116802650,502,22,0,0,59,24,0,0,11,4,43.88333333,17.88666667,31.43333333,51.33333333,34.81666667,17.17833333,99.16666667,47.76666667,1,3,-3,0,362.428571428571,2537,0,0,"0"
16962,2013-08-28,"0",NA,0,4,0,37,0,0,0,0,0,102850.82,130,45,13076207,9,13076207,807,295,22,0,134,23,44,0,31,4,99.78833333,43.50166667,72.26666667,92.66666667,58.23666667,208.8,38.06666667,73.83333333,1,3,0,0,9.14285714285714,64,3,0,"0"
15294,2013-03-28,"0",NA,0,0,0,0,0,0,0,0,1,21391.63,4,12,190302196,120,20040626,4,88,0,0,2,0,2,0,6,0,35.28333333,22.13333333,3.95,7.1,97.55,87.23333333,80.16666667,96.66666667,1,3,-1,0,31,217,1,1,"0"
16443,2013-07-10,"1",NA,0,1,0,24,0,0,0,0,0,13105.95,1,11,787,1,0,407,16,2,0,60,16,4,0,14,6,28.81666667,12.96666667,0,7.25,20.55,28.83333333,18.85,66.16666667,1,0,0,0,16.1428571428571,113,1,0,"0"
12765,2012-04-10,"0","0",1,6,-9,148,0,0,0,0,2,21842.96,28,75,1268306,30,269450,1559,24,1,0,184,22,2,0,4,0,198.5166667,585.15,63.01666667,63.6,33.26666667,439.0166667,4.966666667,34.45,2,3,-2,0,81.2857142857143,569,3,0,"1"
12765,2012-04-10,"0","0",1,6,-9,148,0,0,0,0,2,21842.96,28,75,1268306,30,269450,1559,24,1,0,184,22,2,0,4,0,198.5166667,585.15,63.01666667,63.6,33.26666667,439.0166667,4.966666667,34.45,2,3,-2,0,81.2857142857143,569,3,0,"1"
12765,2012-04-10,"0","0",1,6,-9,148,0,0,0,0,2,21842.96,28,75,1268306,30,269450,1559,24,1,0,184,22,2,0,4,0,198.5166667,585.15,63.01666667,63.6,33.26666667,439.0166667,4.966666667,34.45,2,3,-2,0,81.2857142857143,569,3,0,"1"
11629,2011-05-18,"0","0",0,0,0,0,0,0,0,0,0,17076.06,14,10,99105430,91,43870308,484,21,2,0,83,23,0,0,16,3,35.33333333,0,19.9,87.83333333,0,222.6166667,9.383333333,84.41666667,1,3,0,0,128.142857142857,897,0,0,"1"
